1,0,8,年,0,7,月,1,6,日, ,外,資,及,陸,資,買,賣,超,彙,總,表
,證券代號,證券名稱,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數,買進股數,賣出股數,買賣超股數
 ,043543,鎧勝國票91購01  ,"45,000",0,"45,000",0,0,0,"45,000",0,"45,000"
 ,043556,柏文康和91購01  ,"45,000",0,"45,000",0,0,0,"45,000",0,"45,000"
 ,043578,柏文統一91購02  ,"45,000",0,"45,000",0,0,0,"45,000",0,"45,000"
 ,07165P,正崴康和8A售01  ,"45,000",0,"45,000",0,0,0,"45,000",0,"45,000"
 ,07383P,晶電中信92售01  ,"45,000",0,"45,000",0,0,0,"45,000",0,"45,000"
 ,07541P,健策中信8A售02  ,"45,000",0,"45,000",0,0,0,"45,000",0,"45,000"
 ,08797P,聯電麥證91售02  ,"45,000",0,"45,000",0,"460,000","-460,000","45,000","460,000","-415,000"
 ,9921  ,巨大            ,"266,000","221,000","45,000",0,0,0,"266,000","221,000","45,000"
 ,1532  ,勤美            ,"382,000","338,000","44,000",0,0,0,"382,000","338,000","44,000"
 ,006207,FH滬深          ,"43,000",0,"43,000",0,0,0,"43,000",0,"43,000"
 ,041852,台積電元大92購02,"43,000",0,"43,000",0,0,0,"43,000",0,"43,000"
 ,2423  ,固緯            ,"50,000","7,000","43,000",0,0,0,"50,000","7,000","43,000"
 ,8481  ,政伸            ,"43,000",0,"43,000",0,0,0,"43,000",0,"43,000"
 ,041345,台表科第一8B購01,"41,000",0,"41,000",0,0,0,"41,000",0,"41,000"
 ,042612,健鼎元大8C購01  ,"40,000",0,"40,000",0,0,0,"40,000",0,"40,000"
 ,8271  ,宇瞻            ,"46,000","7,000","39,000",0,0,0,"46,000","7,000","39,000"
 ,042687,鎧勝中信8C購02  ,"38,000",0,"38,000",0,0,0,"38,000",0,"38,000"
 ,2338  ,光罩            ,"332,000","294,000","38,000",0,0,0,"332,000","294,000","38,000"
 ,3032  ,偉訓            ,"42,000","4,000","38,000",0,0,0,"42,000","4,000","38,000"
 ,040214,智邦日盛8B購01  ,"56,000","20,000","36,000",0,0,0,"56,000","20,000","36,000"
 ,040985,智邦日盛8B購03  ,"56,000","20,000","36,000",0,0,0,"56,000","20,000","36,000"
 ,3583  ,辛耘            ,"65,000","29,000","36,000",0,0,0,"65,000","29,000","36,000"
 ,5234  ,達興材料        ,"140,000","104,000","36,000",0,0,0,"140,000","104,000","36,000"
 ,6206  ,飛捷            ,"57,000","21,000","36,000",0,0,0,"57,000","21,000","36,000"
 ,037953,大立光凱基8A購02,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,038102,高鐵群益8C購01  ,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,038380,智易元大8A購01  ,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,039010,GIS元大8A購06   ,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,040607,GIS元大8B購04   ,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,041151,深中小元大8B購01,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,041737,祥碩元大8C購02  ,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,041958,寶滬深元大8C購01,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,042348,深中小元大8C購01,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,043102,材料凱基91購01  ,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,043106,致新凱基91購01  ,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,043450,元上證元大91購01,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,043451,元上證元大91購02,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,043546,台達電群益91購02,"35,000",0,"35,000",0,0,0,"35,000",0,"35,000"
 ,1316  ,上曜            ,"44,000","9,000","35,000",0,0,0,"44,000","9,000","35,000"
 ,4155  ,訊映            ,"41,000","6,000","35,000",0,0,0,"41,000","6,000","35,000"
 ,6452  ,康友-KY         ,"81,000","46,000","35,000",0,0,0,"81,000","46,000","35,000"
 ,07306P,臻鼎群益8C售01  ,"33,000",0,"33,000",0,0,0,"33,000",0,"33,000"
 ,3209  ,全科            ,"38,000","5,000","33,000",0,0,0,"38,000","5,000","33,000"
 ,4961  ,天鈺            ,"132,000","99,000","33,000",0,0,0,"132,000","99,000","33,000"
 ,4536  ,拓凱            ,"144,000","112,000","32,000",0,0,0,"144,000","112,000","32,000"
 ,6591  ,動力-KY         ,"41,000","9,000","32,000",0,0,0,"41,000","9,000","32,000"
 ,6669  ,緯穎            ,"182,000","150,000","32,000",0,0,0,"182,000","150,000","32,000"
 ,039830,聯茂統一8A購02  ,"42,000","11,000","31,000",0,0,0,"42,000","11,000","31,000"
 ,034977,鴻海兆豐87購02  ,"30,000",0,"30,000",0,0,0,"30,000",0,"30,000"
 ,041680,台新金中信8C購01,"30,000",0,"30,000",0,0,0,"30,000",0,"30,000"
 ,041740,GIS第一8C購01   ,"30,000",0,"30,000",0,0,0,"30,000",0,"30,000"
 ,042144,聯詠元大8C購05  ,"30,000",0,"30,000",0,0,0,"30,000",0,"30,000"
 ,042647,台積電統一91購04,"30,000",0,"30,000",0,0,0,"30,000",0,"30,000"
 ,2836  ,高雄銀          ,"28,000",0,"28,000",0,0,0,"28,000",0,"28,000"
 ,6168  ,宏齊            ,"83,000","55,000","28,000",0,0,0,"83,000","55,000","28,000"
 ,043317,光磊永豐91購01  ,"27,000",0,"27,000",0,0,0,"27,000",0,"27,000"
 ,2484  ,希華            ,"48,000","21,000","27,000",0,0,0,"48,000","21,000","27,000"
 ,4540  ,全球傳動        ,"124,000","97,000","27,000",0,0,0,"124,000","97,000","27,000"
 ,036739,元上證元大89購01,"60,000","35,000","25,000",0,0,0,"60,000","35,000","25,000"
 ,040599,台光電元大8B購02,"35,000","10,000","25,000",0,0,0,"35,000","10,000","25,000"
 ,042599,健策元富8C購01  ,"25,000",0,"25,000",0,0,0,"25,000",0,"25,000"
 ,3004  ,豐達科          ,"60,000","35,000","25,000",0,0,0,"60,000","35,000","25,000"
 ,8454  ,富邦媒          ,"31,000","6,000","25,000",0,0,0,"31,000","6,000","25,000"
 ,2472  ,立隆電          ,"72,000","48,000","24,000",0,0,0,"72,000","48,000","24,000"
 ,6415  ,矽力-KY         ,"142,000","118,000","24,000",0,0,0,"142,000","118,000","24,000"
 ,5521  ,工信            ,"30,000","7,000","23,000",0,0,0,"30,000","7,000","23,000"
 ,6672  ,騰輝電子-KY     ,"32,000","10,000","22,000",0,0,0,"32,000","10,000","22,000"
 ,041465,GIS元大8C購02   ,"21,000",0,"21,000",0,0,0,"21,000",0,"21,000"
 ,1416  ,廣豐            ,"21,000",0,"21,000",0,0,0,"21,000",0,"21,000"
 ,4526  ,東台            ,"21,000",0,"21,000",0,0,0,"21,000",0,"21,000"
 ,6139  ,亞翔            ,"21,000",0,"21,000",0,0,0,"21,000",0,"21,000"
 ,8021  ,尖點            ,"22,000","1,000","21,000",0,0,0,"22,000","1,000","21,000"
 ,034256,鎧勝中信89購01  ,"20,000",0,"20,000",0,0,0,"20,000",0,"20,000"
 ,035540,中信金凱基8B購01,"20,000",0,"20,000",0,0,0,"20,000",0,"20,000"
 ,036341,台光電元大88購01,"20,000",0,"20,000",0,0,0,"20,000",0,"20,000"
 ,036461,矽創元富88購01  ,"20,000",0,"20,000",0,0,0,"20,000",0,"20,000"
 ,039185,GIS麥證8A購02   ,"20,000",0,"20,000",0,"184,000","-184,000","20,000","184,000","-164,000"
 ,040595,旺宏元大8B購03  ,"20,000",0,"20,000",0,0,0,"20,000",0,"20,000"
 ,041292,正崴凱基8B購02  ,"20,000",0,"20,000",0,0,0,"20,000",0,"20,000"
 ,041720,宏碁元富8C購01  ,"20,000",0,"20,000",0,0,0,"20,000",0,"20,000"
 ,042638,健鼎中信8C購01  ,"20,000",0,"20,000",0,0,0,"20,000",0,"20,000"
 ,042951,台表科國票91購01,"60,000","40,000","20,000",0,0,0,"60,000","40,000","20,000"
 ,1308  ,亞聚            ,"23,000","3,000","20,000",0,0,0,"23,000","3,000","20,000"
 ,1734  ,杏輝            ,"20,000",0,"20,000",0,0,0,"20,000",0,"20,000"
 ,2816  ,旺旺保          ,"23,000","3,000","20,000",0,0,0,"23,000","3,000","20,000"
 ,3694  ,海華            ,"28,000","8,000","20,000",0,0,0,"28,000","8,000","20,000"
 ,00634R,富邦上証反1     ,"19,000",0,"19,000",0,0,0,"19,000",0,"19,000"
 ,036172,矽創永昌89購01  ,"19,000",0,"19,000",0,0,0,"19,000",0,"19,000"
 ,6112  ,聚碩            ,"80,000","61,000","19,000",0,0,0,"80,000","61,000","19,000"
 ,036275,中信金元富88購01,"18,000",0,"18,000",0,0,0,"18,000",0,"18,000"
 ,038543,臻鼎兆豐8A購01  ,"28,000","10,000","18,000",0,0,0,"28,000","10,000","18,000"
 ,042738,矽創兆豐8C購02  ,"18,000",0,"18,000",0,0,0,"18,000",0,"18,000"
 ,2929  ,淘帝-KY         ,"31,000","13,000","18,000",0,0,0,"31,000","13,000","18,000"
 ,3003  ,健和興          ,"27,000","9,000","18,000",0,0,0,"27,000","9,000","18,000"
 ,9905  ,大華            ,"22,000","4,000","18,000",0,0,0,"22,000","4,000","18,000"
 ,039642,新日興群益8B購01,"17,000",0,"17,000",0,0,0,"17,000",0,"17,000"
 ,2239  ,英利-KY         ,"21,000","4,000","17,000",0,0,0,"21,000","4,000","17,000"
 ,2441  ,超豐            ,"198,000","181,000","17,000",0,0,0,"198,000","181,000","17,000"
 ,6416  ,瑞祺電通        ,"18,000","1,000","17,000",0,0,0,"18,000","1,000","17,000"
 ,039884,智邦群益8C購01  ,"16,000",0,"16,000",0,0,0,"16,000",0,"16,000"
 ,040886,和大國票8C購03  ,"45,000","29,000","16,000",0,0,0,"45,000","29,000","16,000"
 ,1217  ,愛之味          ,"23,000","7,000","16,000",0,0,0,"23,000","7,000","16,000"
 ,1720  ,生達            ,"16,000",0,"16,000",0,0,0,"16,000",0,"16,000"
 ,1808  ,潤隆            ,"75,000","59,000","16,000",0,0,0,"75,000","59,000","16,000"
 ,2331  ,精英            ,"51,000","35,000","16,000",0,0,0,"51,000","35,000","16,000"
 ,6202  ,盛群            ,"479,000","463,000","16,000",0,0,0,"479,000","463,000","16,000"
 ,036425,台積電群益88購12,"15,000",0,"15,000",0,0,0,"15,000",0,"15,000"
 ,038989,台積電凱基8A購16,"15,000",0,"15,000",0,0,0,"15,000",0,"15,000"
 ,042878,台表科永豐91購01,"15,000",0,"15,000",0,0,0,"15,000",0,"15,000"
 ,07422P,台積電中信8C售02,"15,000",0,"15,000",0,0,0,"15,000",0,"15,000"
 ,2485  ,兆赫            ,"74,000","59,000","15,000",0,0,0,"74,000","59,000","15,000"
 ,2852  ,第一保          ,"17,000","2,000","15,000",0,0,0,"17,000","2,000","15,000"
 ,3682  ,亞太電          ,"489,000","474,000","15,000",0,0,0,"489,000","474,000","15,000"
 ,9942  ,茂順            ,"15,000",0,"15,000",0,0,0,"15,000",0,"15,000"
 ,038445,景碩國票8A購01  ,"14,000",0,"14,000",0,0,0,"14,000",0,"14,000"
 ,039519,台光電國票8A購01,"20,000","6,000","14,000",0,0,0,"20,000","6,000","14,000"
 ,2029  ,盛餘            ,"30,000","16,000","14,000",0,0,0,"30,000","16,000","14,000"
 ,1708  ,東鹼            ,"41,000","28,000","13,000",0,0,0,"41,000","28,000","13,000"
 ,2850  ,新產            ,"64,000","51,000","13,000",0,0,0,"64,000","51,000","13,000"
 ,041837,大立光統一8C購10,"57,000","45,000","12,000",0,0,0,"57,000","45,000","12,000"
 ,043071,百和兆豐91購02  ,"12,000",0,"12,000",0,0,0,"12,000",0,"12,000"
 ,1447  ,力鵬            ,"34,000","22,000","12,000",0,0,0,"34,000","22,000","12,000"
 ,2636  ,台驊投控        ,"33,000","21,000","12,000",0,0,0,"33,000","21,000","12,000"
 ,3048  ,益登            ,"16,000","4,000","12,000",0,0,0,"16,000","4,000","12,000"
 ,6197  ,佳必琪          ,"18,000","6,000","12,000",0,0,0,"18,000","6,000","12,000"
 ,9906  ,欣巴巴          ,"48,000","36,000","12,000",0,0,0,"48,000","36,000","12,000"
 ,6409  ,旭隼            ,"29,000","17,321","11,679",0,0,0,"29,000","17,321","11,679"
 ,039803,臻鼎群益8A購01  ,"21,000","10,000","11,000",0,0,0,"21,000","10,000","11,000"
 ,043544,瑞儀國票91購01  ,"11,000",0,"11,000",0,0,0,"11,000",0,"11,000"
 ,1440  ,南紡            ,"17,000","6,000","11,000",0,0,0,"17,000","6,000","11,000"
 ,1527  ,鑽全            ,"104,000","93,000","11,000",0,0,0,"104,000","93,000","11,000"
 ,3591  ,艾笛森          ,"15,000","4,000","11,000",0,0,0,"15,000","4,000","11,000"
 ,6141  ,柏承            ,"55,000","44,000","11,000",0,0,0,"55,000","44,000","11,000"
 ,6164  ,華興            ,"11,000",0,"11,000",0,0,0,"11,000",0,"11,000"
 ,8996  ,高力            ,"12,000","1,000","11,000",0,0,0,"12,000","1,000","11,000"
 ,00649 ,FH香港          ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,00700 ,富邦恒生國企    ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,035591,台表科中信8A購01,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,036443,華邦電元大88購03,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,036814,高鐵中信8A購01  ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,037162,聯詠中信8B購01  ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,037430,旺宏元大8A購05  ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,037704,正文永昌8A購01  ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,038298,GIS國票8A購02   ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,038308,訊芯元富89購02  ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,038354,正文永豐89購02  ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,038970,台積電兆豐8A購01,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,041784,台達電元大8C購01,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,041996,元大金麥證8C購01,"10,000",0,"10,000","10,000","20,000","-10,000","20,000","20,000",0
 ,042226,儒鴻台新8C購01  ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,042636,正文永豐8C購01  ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,042892,京鼎元富91購01  ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,042911,台光電元大91購01,"20,000","10,000","10,000",0,0,0,"20,000","10,000","10,000"
 ,042950,嘉聯益國票91購01,"45,000","35,000","10,000",0,0,0,"45,000","35,000","10,000"
 ,043336,聯鈞群益91購01  ,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,043411,台光電凱基91購03,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000"
 ,2477  ,美隆電          ,"11,000","1,000","10,000",0,0,0,"11,000","1,000","10,000"
 ,3031  ,佰鴻            ,"12,000","2,000","10,000",0,0,0,"12,000","2,000","10,000"
 ,039419,台積電中信8B購05,"20,000","11,000","9,000",0,0,0,"20,000","11,000","9,000"
 ,1773  ,勝一            ,"13,000","4,000","9,000",0,0,0,"13,000","4,000","9,000"
 ,2495  ,普安            ,"10,000","1,000","9,000",0,0,0,"10,000","1,000","9,000"
 ,3013  ,晟銘電          ,"9,000",0,"9,000",0,0,0,"9,000",0,"9,000"
 ,3025  ,星通            ,"15,000","6,000","9,000",0,0,0,"15,000","6,000","9,000"
 ,3712  ,永崴投控        ,"105,000","96,000","9,000",0,0,0,"105,000","96,000","9,000"
 ,4108  ,懷特            ,"9,000",0,"9,000",0,0,0,"9,000",0,"9,000"
 ,4952  ,凌通            ,"9,000",0,"9,000",0,0,0,"9,000",0,"9,000"
 ,5258  ,虹堡            ,"25,000","16,000","9,000",0,0,0,"25,000","16,000","9,000"
 ,6153  ,嘉聯益          ,"1,161,000","1,152,000","9,000",0,0,0,"1,161,000","1,152,000","9,000"
 ,6666  ,羅麗芬-KY       ,"27,000","18,000","9,000",0,0,0,"27,000","18,000","9,000"
 ,037381,GIS群益8C購01   ,"8,000",0,"8,000",0,0,0,"8,000",0,"8,000"
 ,040821,京鼎群益8B購01  ,"8,000",0,"8,000",0,0,0,"8,000",0,"8,000"
 ,2302  ,麗正            ,"8,000",0,"8,000",0,0,0,"8,000",0,"8,000"
 ,2365  ,昆盈            ,"22,000","14,000","8,000",0,0,0,"22,000","14,000","8,000"
 ,2706  ,第一店          ,"8,000",0,"8,000",0,0,0,"8,000",0,"8,000"
 ,3416  ,融程電          ,"8,000",0,"8,000",0,0,0,"8,000",0,"8,000"
 ,6243  ,迅杰            ,"10,000","2,000","8,000",0,0,0,"10,000","2,000","8,000"
 ,1717  ,長興            ,"103,000","96,000","7,000",0,0,0,"103,000","96,000","7,000"
 ,1730  ,花仙子          ,"41,000","34,000","7,000",0,0,0,"41,000","34,000","7,000"
 ,2069  ,運錩            ,"13,000","6,000","7,000",0,0,0,"13,000","6,000","7,000"
 ,2425  ,承啟            ,"33,000","26,000","7,000",0,0,0,"33,000","26,000","7,000"
 ,2428  ,興勤            ,"15,000","8,000","7,000",0,0,0,"15,000","8,000","7,000"
 ,2505  ,國揚            ,"7,000",0,"7,000",0,0,0,"7,000",0,"7,000"
 ,3257  ,虹冠電          ,"9,000","2,000","7,000",0,0,0,"9,000","2,000","7,000"
 ,3515  ,華擎            ,"10,000","3,000","7,000",0,0,0,"10,000","3,000","7,000"
 ,4551  ,智伸科          ,"11,000","4,000","7,000",0,0,0,"11,000","4,000","7,000"
 ,4916  ,事欣科          ,"7,000",0,"7,000",0,0,0,"7,000",0,"7,000"
 ,038696,新日興群益8C購01,"6,000",0,"6,000",0,0,0,"6,000",0,"6,000"
 ,042806,大立光統一8C購13,"6,000",0,"6,000",0,0,0,"6,000",0,"6,000"
 ,1455  ,集盛            ,"300,000","294,000","6,000",0,0,0,"300,000","294,000","6,000"
 ,1467  ,南緯            ,"6,000",0,"6,000",0,0,0,"6,000",0,"6,000"
 ,2227  ,裕日車          ,"19,000","13,000","6,000",0,0,0,"19,000","13,000","6,000"
 ,2444  ,兆勁            ,"7,000","1,000","6,000",0,0,0,"7,000","1,000","6,000"
 ,2530  ,華建            ,"6,000",0,"6,000",0,0,0,"6,000",0,"6,000"
 ,2936  ,客思達-KY       ,"6,000",0,"6,000",0,0,0,"6,000",0,"6,000"
 ,3023  ,信邦            ,"119,000","113,000","6,000",0,0,0,"119,000","113,000","6,000"
 ,3518  ,柏騰            ,"6,000",0,"6,000",0,0,0,"6,000",0,"6,000"
 ,4989  ,榮科            ,"7,000","1,000","6,000",0,0,0,"7,000","1,000","6,000"
 ,9927  ,泰銘            ,"6,000",0,"6,000",0,0,0,"6,000",0,"6,000"
 ,036785,台積電凱基8A購11,"40,000","35,000","5,000",0,0,0,"40,000","35,000","5,000"
 ,036940,元上證永豐89購02,"5,000",0,"5,000",0,0,0,"5,000",0,"5,000"
 ,038624,鴻海國票8A購01  ,"5,000",0,"5,000",0,0,0,"5,000",0,"5,000"
 ,038826,國票金元富8A購01,"5,000",0,"5,000",0,0,0,"5,000",0,"5,000"
 ,3296  ,勝德            ,"5,000",0,"5,000",0,0,0,"5,000",0,"5,000"
 ,3311  ,閎暉            ,"13,000","8,000","5,000",0,0,0,"13,000","8,000","5,000"
 ,4746  ,台耀            ,"5,000",0,"5,000",0,0,0,"5,000",0,"5,000"
 ,5607  ,遠雄港          ,"10,000","5,000","5,000",0,0,0,"10,000","5,000","5,000"
 ,041029,聯茂國票8B購01  ,"55,000","51,000","4,000",0,0,0,"55,000","51,000","4,000"
 ,1232  ,大統益          ,"18,000","14,000","4,000",0,0,0,"18,000","14,000","4,000"
 ,1471  ,首利            ,"4,000",0,"4,000",0,0,0,"4,000",0,"4,000"
 ,1783  ,和康生          ,"8,000","4,000","4,000",0,0,0,"8,000","4,000","4,000"
 ,2466  ,冠西電          ,"16,000","12,000","4,000",0,0,0,"16,000","12,000","4,000"
 ,3167  ,大量            ,"4,000",0,"4,000",0,0,0,"4,000",0,"4,000"
 ,3588  ,通嘉            ,"5,000","1,000","4,000",0,0,0,"5,000","1,000","4,000"
 ,3607  ,谷崧            ,"11,000","7,000","4,000",0,0,0,"11,000","7,000","4,000"
 ,4148  ,全宇生技-KY     ,"4,000",0,"4,000",0,0,0,"4,000",0,"4,000"
 ,8222  ,寶一            ,"7,000","3,000","4,000",0,0,0,"7,000","3,000","4,000"
 ,8463  ,潤泰材          ,"4,000",0,"4,000",0,0,0,"4,000",0,"4,000"
 ,9917  ,中保            ,"42,000","38,000","4,000",0,0,0,"42,000","38,000","4,000"
 ,038079,台表科永豐89購02,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000"
 ,038105,景碩群益8C購01  ,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000"
 ,042301,百和元大8C購02  ,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000"
 ,043301,揚明光兆豐91購01,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000"
 ,2033  ,佳大            ,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000"
 ,2358  ,廷鑫            ,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000"
 ,2832  ,台產            ,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000"
 ,2939  ,凱羿-KY         ,"4,000","1,000","3,000",0,0,0,"4,000","1,000","3,000"
 ,3030  ,德律            ,"10,000","7,000","3,000",0,0,0,"10,000","7,000","3,000"
 ,3164  ,景岳            ,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000"
 ,4912  ,聯德控股-KY     ,"8,000","5,000","3,000",0,0,0,"8,000","5,000","3,000"
 ,5215  ,科嘉-KY         ,"86,000","83,000","3,000",0,0,0,"86,000","83,000","3,000"
 ,6573  ,虹揚-KY         ,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000"
 ,00685L,群益臺灣加權正2 ,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000"
 ,035318,GIS群益88購02   ,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000"
 ,039336,聯電群益8C購02  ,"12,000","10,000","2,000",0,0,0,"12,000","10,000","2,000"
 ,040356,華新科永豐8B購02,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000"
 ,041277,鴻海元大8B購13  ,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000"
 ,3027  ,盛達            ,"4,000","2,000","2,000",0,0,0,"4,000","2,000","2,000"
 ,3229  ,晟鈦            ,"4,000","2,000","2,000",0,0,0,"4,000","2,000","2,000"
 ,5285  ,界霖            ,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000"
 ,6128  ,上福            ,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000"
 ,910322,康師傅-DR       ,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000"
 ,9919  ,康那香          ,"3,000","1,000","2,000",0,0,0,"3,000","1,000","2,000"
 ,9955  ,佳龍            ,"55,000","53,000","2,000",0,0,0,"55,000","53,000","2,000"
 ,00635U,元大S&P黃金     ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,00647L,元大S&P500正2   ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,00651R,FH香港反1       ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,00708L,元大S&P黃金正2  ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,042181,易華電統一92購01,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,042380,華新科群益8C購10,"2,000","1,000","1,000",0,0,0,"2,000","1,000","1,000"
 ,043322,揚明光統一91購01,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,1323  ,永裕            ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,1437  ,勤益控          ,"62,000","61,000","1,000",0,0,0,"62,000","61,000","1,000"
 ,1521  ,大億            ,"2,000","1,000","1,000",0,0,0,"2,000","1,000","1,000"
 ,1568  ,倉佑            ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,1592  ,英瑞-KY         ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,1709  ,和益            ,"5,000","4,000","1,000",0,0,0,"5,000","4,000","1,000"
 ,2348  ,海悅            ,"50,000","49,000","1,000",0,0,0,"50,000","49,000","1,000"
 ,2397  ,友通            ,"4,000","3,000","1,000",0,0,0,"4,000","3,000","1,000"
 ,2516  ,新建            ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,2906  ,高林            ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,2923  ,鼎固-KY         ,"4,000","3,000","1,000",0,0,0,"4,000","3,000","1,000"
 ,3002  ,歐格            ,"2,000","1,000","1,000",0,0,0,"2,000","1,000","1,000"
 ,3018  ,同開            ,"6,000","5,000","1,000",0,0,0,"6,000","5,000","1,000"
 ,3052  ,夆典            ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,3266  ,昇陽            ,"2,000","1,000","1,000",0,0,0,"2,000","1,000","1,000"
 ,3550  ,聯穎            ,"15,000","14,000","1,000",0,0,0,"15,000","14,000","1,000"
 ,5531  ,鄉林            ,"5,000","4,000","1,000",0,0,0,"5,000","4,000","1,000"
 ,6216  ,居易            ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,6226  ,光鼎            ,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000"
 ,6449  ,鈺邦            ,"3,000","2,000","1,000",0,0,0,"3,000","2,000","1,000"
 ,9935  ,慶豐富          ,"53,000","52,000","1,000",0,0,0,"53,000","52,000","1,000"
 ,00637L,元大滬深300正2  ,"899,000","29,227,000","-28,328,000",0,0,0,"899,000","29,227,000","-28,328,000"
 ,2303  ,聯電            ,"12,626,009","37,395,180","-24,769,171",0,0,0,"12,626,009","37,395,180","-24,769,171"
 ,2891  ,中信金          ,"4,479,140","21,001,018","-16,521,878",0,0,0,"4,479,140","21,001,018","-16,521,878"
 ,2885  ,元大金          ,"4,432,940","20,106,552","-15,673,612",0,0,0,"4,432,940","20,106,552","-15,673,612"
*,00775B,新光投等債15+   ,0,"12,000,000","-12,000,000",0,0,0,0,"12,000,000","-12,000,000"
 ,2409  ,友達            ,"6,883,000","17,239,000","-10,356,000",0,0,0,"6,883,000","17,239,000","-10,356,000"
 ,2337  ,旺宏            ,"23,235,000","33,432,040","-10,197,040",0,0,0,"23,235,000","33,432,040","-10,197,040"
 ,2882  ,國泰金          ,"3,052,000","12,413,606","-9,361,606",0,0,0,"3,052,000","12,413,606","-9,361,606"
 ,00633L,富邦上証正2     ,"826,000","7,239,000","-6,413,000",0,0,0,"826,000","7,239,000","-6,413,000"
 ,2834  ,臺企銀          ,"2,923,880","8,399,456","-5,475,576",0,0,0,"2,923,880","8,399,456","-5,475,576"
 ,2618  ,長榮航          ,"1,817,200","6,247,141","-4,429,941",0,0,0,"1,817,200","6,247,141","-4,429,941"
 ,2888  ,新光金          ,"3,852,000","8,206,000","-4,354,000",0,0,0,"3,852,000","8,206,000","-4,354,000"
 ,4927  ,泰鼎-KY         ,"12,000","3,897,727","-3,885,727",0,0,0,"12,000","3,897,727","-3,885,727"
 ,2448  ,晶電            ,"1,331,000","5,124,000","-3,793,000",0,0,0,"1,331,000","5,124,000","-3,793,000"
