105/06/01,130000,117300,0.90,0.91,0.90,0.91,-0.01,3
105/06/02,20000,19100,0.93,0.98,0.93,0.98,+0.07,2
105/06/03,10000,9600,0.96,0.96,0.96,0.96,-0.02,1
105/06/04,189000,192980,1.01,1.03,1.01,1.03,+0.07,5
105/06/06,189000,189410,1.00,1.03,1.00,1.03,0.00,5
105/06/07,20000,19600,0.98,0.98,0.98,0.98,-0.05,2
105/06/08,50000,49400,0.98,0.99,0.98,0.99,+0.01,3
105/06/13,70000,71700,1.00,1.07,1.00,1.07,+0.08,4
105/06/14,30000,32000,1.06,1.07,1.06,1.07,0.00,2
105/06/15,0,0,---,---,---,---,---,0
105/06/16,80000,86700,1.08,1.09,1.08,1.08,+0.01,6
105/06/17,50000,51600,1.04,1.04,1.02,1.02,-0.06,2
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,40000,42300,1.03,1.07,1.03,1.06,+0.03,4
105/06/24,50000,55400,1.10,1.14,1.10,1.14,+0.08,3
105/06/27,220000,279700,1.21,1.30,1.21,1.26,+0.12,22
105/06/28,210000,254100,1.27,1.27,1.20,1.20,-0.06,7
105/06/29,30000,34800,1.16,1.16,1.16,1.16,-0.04,3
105/06/30,90000,104100,1.14,1.17,1.14,1.16,0.00,8
105/07/01,75000,86550,1.16,1.16,1.14,1.15,-0.01,5
105/07/04,120000,139100,1.15,1.16,1.15,1.16,+0.01,12
105/07/05,295000,333300,1.16,1.16,1.11,1.14,-0.02,16
105/07/06,130000,153400,1.18,1.18,1.18,1.18,+0.04,2
105/07/07,100000,118000,1.18,1.18,1.18,1.18,0.00,10
105/07/11,130000,150500,1.15,1.16,1.15,1.16,-0.02,4
105/07/12,60000,64700,1.08,1.08,1.07,1.08,-0.08,4
105/07/13,0,0,---,---,---,---,---,0
105/07/14,0,0,---,---,---,---,---,0
105/07/15,30000,31500,1.05,1.05,1.05,1.05,-0.02,1
105/07/18,0,0,---,---,---,---,---,0
105/07/19,0,0,---,---,---,---,---,0
