105/06/01,0,0,---,---,---,---,---,0
105/06/02,250000,160500,0.63,0.65,0.63,0.65,+0.04,2
105/06/03,250000,164500,0.64,0.67,0.64,0.67,+0.02,2
105/06/04,150000,97500,0.65,0.65,0.65,0.65,-0.02,1
