105/06/16,0,0,---,---,---,---,---,0
105/06/17,2000,2460,1.23,1.23,1.23,1.23,+0.11,1
105/06/20,103000,122550,1.18,1.19,1.18,1.19,-0.04,2
105/06/21,212000,261350,1.20,1.29,1.20,1.29,+0.10,4
