105/06/01,0,0,---,---,---,---,---,0
105/06/02,10000,11530,1.13,1.19,1.13,1.18,-0.01,4
105/06/03,263000,310770,1.19,1.19,1.16,1.19,+0.01,5
105/06/04,168000,196060,1.17,1.17,1.16,1.16,-0.03,2
105/06/06,20000,24020,1.21,1.21,1.19,1.19,+0.03,3
105/06/07,764000,991540,1.29,1.34,1.28,1.28,+0.09,13
