105/06/01,0,0,---,---,---,---,---,0
105/06/02,10000,9400,0.94,0.94,0.94,0.94,-0.02,1
105/06/03,20000,18400,0.92,0.92,0.92,0.92,-0.02,1
105/06/04,100000,94000,0.94,0.94,0.94,0.94,+0.02,1
