105/06/01,435000,9026730,20.79,20.80,20.71,20.72,-0.20,20
105/06/02,27000,559000,20.73,20.73,20.70,20.70,-0.02,8
105/06/03,43000,898950,20.91,20.92,20.87,20.91,0.21,17
105/06/04,11000,227540,20.70,20.70,20.65,20.70,-0.21,7
105/06/06,11000,227110,20.65,20.69,20.63,20.69,-0.01,7
105/06/07,50000,1043370,20.86,20.87,20.85,20.87,0.18,14
105/06/08,40000,832600,20.87,20.87,20.78,20.84,-0.03,16
105/06/13,278000,5699140,20.62,20.62,20.45,20.50,-0.34,24
105/06/14,86000,1747070,20.37,20.37,20.26,20.32,-0.18,17
105/06/15,494000,9984060,20.25,20.26,20.17,20.20,-0.12,30
105/06/16,269000,5372520,20.15,20.15,19.96,19.97,-0.23,20
105/06/17,22000,447220,20.31,20.37,20.31,20.32,0.35,10
105/06/20,59010,1207766,20.45,20.49,20.45,20.48,0.16,27
105/06/21,72000,1469660,20.42,20.45,20.37,20.45,-0.03,13
105/06/22,52000,1059720,20.27,20.44,20.27,20.44,-0.01,9
105/06/23,77000,1575170,20.44,20.52,20.44,20.44,,22
105/06/24,1308000,25297060,20.45,20.52,18.85,18.94,-1.50,134
105/06/27,1768000,33923130,18.93,19.24,18.93,19.24,0.30,99
105/06/28,2765000,52413800,18.86,19.08,18.80,19.03,-0.21,314
105/06/29,2139000,41421930,19.20,19.55,19.20,19.49,0.46,271
105/06/30,1283000,25754230,20.04,20.14,20.00,20.03,0.54,164
105/07/01,951000,19493790,20.52,20.52,20.46,20.46,0.43,83
105/07/04,290000,6003490,20.60,20.73,20.60,20.72,0.26,44
105/07/05,136000,2796630,20.63,20.63,20.54,20.58,-0.14,24
105/07/06,541000,10947420,20.34,20.34,20.14,20.23,-0.35,30
105/07/07,324000,6683530,20.55,20.67,20.55,20.65,0.42,32
105/07/11,515100,10950069,21.13,21.33,21.13,21.30,0.65,94
105/07/12,179000,3812690,21.30,21.33,21.27,21.28,-0.02,23
105/07/13,106000,2281820,21.50,21.56,21.50,21.54,0.26,30
105/07/14,110000,2369280,21.56,21.56,21.50,21.50,-0.04,13
105/07/15,753000,16350830,21.70,21.77,21.64,21.69,0.19,45
105/07/18,87000,1886010,21.68,21.70,21.65,21.70,0.01,17
105/07/19,55000,1194170,21.72,21.73,21.70,21.71,0.01,7
105/07/20,11000,238500,21.68,21.70,21.68,21.70,-0.01,2
105/07/21,164000,3593180,21.82,21.93,21.82,21.89,0.19,17
105/07/22,46000,998710,21.71,21.75,21.69,21.69,-0.20,24
105/07/25,32000,701620,21.86,21.95,21.84,21.87,0.18,12
105/07/26,72000,1571680,21.76,21.91,21.76,21.91,0.04,12
105/07/27,35000,766300,21.89,21.92,21.87,21.92,0.01,10
105/07/28,50000,1093220,21.87,21.87,21.85,21.86,-0.06,6
105/07/29,255000,5558100,21.82,21.85,21.68,21.68,-0.18,19
105/08/01,93000,2035650,21.83,21.92,21.83,21.90,0.22,10
105/08/02,4000,87010,21.74,21.77,21.74,21.74,-0.16,4
105/08/03,196000,4194050,21.47,21.47,21.35,21.35,-0.39,33
105/08/04,54000,1162530,21.31,21.59,21.31,21.55,0.20,19
105/08/05,30000,647140,21.52,21.60,21.52,21.59,0.04,8
105/08/08,63000,1369240,21.64,21.77,21.64,21.77,0.18,24
105/08/09,21000,457330,21.76,21.78,21.76,21.77,,7
105/08/10,582000,12617390,21.72,21.72,21.67,21.67,-0.10,17
