105/06/01,8089820,153843290,19.03,19.10,18.95,18.98,-0.26,2069
105/06/02,6609338,125881952,18.98,19.09,18.98,19.06,0.08,1077
105/06/03,5991900,114660044,19.10,19.17,19.10,19.13,0.07,911
105/06/04,2733100,51974605,19.05,19.05,19.00,19.03,-0.10,681
105/06/06,2680000,51153810,19.07,19.12,19.04,19.09,0.06,595
105/06/07,7144476,137470588,19.24,19.26,19.21,19.24,0.15,1367
105/06/08,11387323,222812245,19.53,19.60,19.53,19.57,0.33,2136
105/06/13,10023171,191273303,19.11,19.16,19.00,19.12,-0.45,2233
105/06/14,4496852,85622979,19.07,19.07,19.02,19.07,-0.05,1097
105/06/15,10419450,195658250,18.84,18.84,18.69,18.81,-0.26,2532
105/06/16,6656770,124010767,18.61,18.70,18.59,18.64,-0.17,1707
105/06/17,17166993,315243377,18.38,18.42,18.31,18.42,-0.22,3428
105/06/20,13408744,254283549,18.89,19.04,18.89,18.98,0.56,2633
105/06/21,12089257,232351894,19.20,19.25,19.20,19.21,0.23,1923
105/06/22,13841360,268693884,19.42,19.45,19.33,19.43,0.22,2270
105/06/23,3945131,75946865,19.30,19.30,19.21,19.23,-0.20,852
105/06/24,30361395,567211106,19.08,19.26,18.33,18.49,-0.74,6384
105/06/27,12962500,240466924,18.43,18.64,18.43,18.64,0.15,1787
105/06/28,18602050,342525350,18.41,18.53,18.33,18.51,-0.13,2927
105/06/29,12315149,232337379,18.79,18.92,18.79,18.86,0.35,2203
105/06/30,27691933,535176502,19.25,19.36,19.25,19.32,0.46,3592
105/07/01,7340673,139811163,19.05,19.06,19.02,19.05,-0.27,1546
105/07/04,6040999,116004620,19.18,19.24,19.18,19.20,0.15,1014
105/07/05,10625808,202024982,19.05,19.06,18.97,19.00,-0.20,1350
105/07/06,42137560,777425478,18.56,18.57,18.36,18.50,-0.50,7316
105/07/07,15631642,293317120,18.75,18.80,18.71,18.77,0.27,2411
105/07/11,43491533,786765084,18.20,18.20,18.02,18.10,-0.67,7418
105/07/12,14616035,265051344,18.05,18.19,18.05,18.12,0.02,2076
105/07/13,17698550,326282735,18.39,18.50,18.39,18.42,0.30,3019
105/07/14,18002249,326156980,18.12,18.17,18.08,18.16,-0.26,3182
105/07/15,13591702,244760853,18.01,18.11,17.95,18.04,-0.12,2911
105/07/18,6271690,113429030,18.09,18.12,18.04,18.09,0.05,1075
105/07/19,11474300,204857380,17.88,17.88,17.83,17.88,-0.21,2941
105/07/20,4370362,78340236,17.89,17.96,17.89,17.93,0.05,981
105/07/21,6731300,121972686,18.09,18.15,18.08,18.13,0.20,1337
