105/06/01,0,0,---,---,---,---,---,0
105/06/02,251000,241120,0.93,1.02,0.93,1.01,+0.12,14
105/06/03,283000,272270,0.99,0.99,0.88,0.88,-0.13,9
105/06/04,55000,47500,0.87,0.87,0.86,0.86,-0.02,5
105/06/06,15000,12600,0.82,0.85,0.82,0.85,-0.01,2
105/06/07,171000,142640,0.83,0.85,0.82,0.85,0.00,5
