105/06/01,0,0,---,---,---,---,---,0
105/06/02,200000,268000,1.34,1.34,1.34,1.34,+0.05,2
105/06/03,254000,327660,1.29,1.29,1.29,1.29,-0.05,3
105/06/04,54000,68580,1.27,1.27,1.27,1.27,-0.02,1
