105/06/01,753000,933380,1.28,1.28,1.21,1.22,-0.06,37
105/06/02,570000,701330,1.22,1.26,1.19,1.24,0.02,20
105/06/03,290000,354580,1.23,1.24,1.21,1.22,-0.02,25
105/06/04,76000,91130,1.22,1.22,1.19,1.21,-0.01,7
105/06/06,387000,460410,1.17,1.26,1.16,1.22,0.01,23
105/06/07,888000,1003490,1.17,1.17,1.10,1.12,-0.10,46
105/06/08,971000,1042880,1.09,1.09,1.05,1.07,-0.05,47
105/06/13,1048000,1277290,1.17,1.27,1.17,1.26,0.19,40
105/06/14,617000,759850,1.24,1.26,1.20,1.21,-0.05,32
105/06/15,682000,807620,1.19,1.25,1.16,1.17,-0.04,38
105/06/16,452000,568770,1.25,1.32,1.20,1.32,0.15,27
105/06/17,628000,742330,1.19,1.20,1.15,1.19,-0.13,29
105/06/20,587000,653920,1.11,1.13,1.09,1.12,-0.07,27
105/06/21,522000,560510,1.05,1.12,1.04,1.06,-0.06,24
105/06/22,334000,358810,1.07,1.10,1.05,1.05,-0.01,21
105/06/23,490000,522160,1.06,1.08,1.05,1.07,0.02,17
105/06/24,1790000,2183100,1.12,1.40,1.04,1.34,0.27,75
105/06/27,1139000,1426080,1.34,1.34,1.22,1.23,-0.11,40
105/06/28,1016000,1230640,1.29,1.29,1.17,1.18,-0.05,44
105/06/29,937000,1031220,1.14,1.14,1.07,1.11,-0.07,46
105/06/30,1764000,1832940,1.07,1.10,1.01,1.02,-0.09,61
105/07/01,1543000,1460200,0.98,0.99,0.91,0.93,-0.09,68
105/07/04,749000,666760,0.92,0.93,0.86,0.90,-0.03,21
105/07/05,485000,451130,0.93,0.96,0.90,0.92,0.02,18
105/07/06,1564000,1632090,1.01,1.09,1.01,1.07,0.15,44
105/07/07,718000,706530,1.01,1.01,0.97,0.99,-0.08,33
105/07/11,1786000,1449320,0.83,0.84,0.79,0.80,-0.19,52
105/07/12,2418000,1816510,0.78,0.78,0.74,0.75,-0.05,63
105/07/13,2542000,1905770,0.73,0.78,0.72,0.73,-0.02,29
105/07/14,2475000,1733250,0.74,0.74,0.68,0.70,-0.03,80
105/07/15,2663000,1715520,0.68,0.68,0.60,0.60,-0.10,104
105/07/18,873000,485500,0.58,0.58,0.52,0.53,-0.07,69
105/07/19,331000,168150,0.55,0.55,0.49,0.49,-0.04,30
105/07/20,4208000,2771800,0.56,0.67,0.50,0.50,0.01,46
105/07/21,413000,163250,0.44,0.44,0.38,0.40,-0.10,32
105/07/22,46000,19430,0.45,0.45,0.41,0.45,0.05,10
105/07/25,148000,70070,0.35,0.53,0.35,0.49,0.04,18
105/07/26,71000,31330,0.48,0.48,0.42,0.42,-0.07,13
105/07/27,27000,10390,0.40,0.40,0.35,0.35,-0.07,5
105/07/28,3000,1080,0.36,0.36,0.36,0.36,0.01,1
105/07/29,46000,19790,0.43,0.44,0.42,0.44,0.08,8
105/08/01,10000,3550,0.44,0.44,0.34,0.35,-0.09,4
105/08/02,151000,50450,0.35,0.35,0.33,0.33,-0.02,4
105/08/03,223000,96590,0.46,0.48,0.41,0.41,0.08,7
105/08/04,75000,33150,0.47,0.47,0.44,0.44,0.03,2
