105/06/01,793000,13746800,17.49,17.49,17.14,17.28,-0.24,187
105/06/02,521000,9018460,17.10,17.45,17.10,17.32,0.04,98
105/06/03,649000,11462210,17.32,17.77,17.32,17.61,0.29,171
105/06/04,271000,4754410,17.66,17.66,17.50,17.61,,78
105/06/06,860000,15086630,17.58,17.65,17.44,17.50,-0.11,78
105/06/07,961000,17288700,17.79,18.10,17.74,18.06,0.56,169
105/06/08,534000,9678560,18.17,18.20,18.01,18.13,0.07,83
105/06/13,1673000,28392570,17.59,17.59,16.87,16.93,-1.20,250
105/06/14,701000,11812740,16.76,16.95,16.73,16.88,-0.05,109
105/06/15,1534000,25501030,16.56,16.92,16.27,16.75,-0.13,264
105/06/16,1649000,26824380,16.75,16.75,16.13,16.16,-0.59,344
105/06/17,763000,12556430,16.30,16.58,16.30,16.36,0.20,186
105/06/20,1186000,19849210,16.62,16.90,16.56,16.74,0.38,159
105/06/21,738000,12554230,16.90,17.17,16.86,17.06,0.32,170
105/06/22,1372000,23756720,17.21,17.47,17.02,17.37,0.31,186
105/06/23,844000,14836230,17.50,17.70,17.45,17.62,0.25,160
105/06/24,3917000,64087090,17.75,17.94,15.60,15.93,-1.69,936
105/06/27,1378000,22459500,16.11,16.46,16.11,16.46,0.53,289
105/06/28,1777000,28897650,16.25,16.39,15.93,16.35,-0.11,338
105/06/29,1176000,19731570,16.68,16.94,16.60,16.73,0.38,282
105/06/30,1980000,34573970,17.20,17.66,17.14,17.53,0.80,412
105/07/01,616000,10919920,17.75,17.80,17.69,17.74,0.21,146
105/07/04,2191000,39418790,17.79,18.20,17.68,18.08,0.34,290
105/07/05,619000,11002900,18.30,18.30,17.63,17.75,-0.33,167
105/07/06,2110000,35655760,17.50,17.50,16.77,16.97,-0.78,487
105/07/07,1309000,22702080,17.10,17.48,17.10,17.35,0.38,233
105/07/11,1484000,26494650,17.70,17.93,17.70,17.83,0.48,276
105/07/12,880000,15791510,17.83,18.04,17.83,17.91,0.08,133
105/07/13,1376000,25435120,18.35,18.68,18.20,18.57,0.66,356
105/07/14,437000,8081950,18.30,18.58,18.30,18.56,-0.01,114
105/07/15,784000,14912510,18.77,19.19,18.77,18.90,0.34,232
105/07/18,519000,9894750,19.10,19.18,18.97,19.04,0.14,115
105/07/19,701000,13355690,19.07,19.13,18.95,19.00,-0.04,105
105/07/20,1637000,31554440,19.00,19.43,19.00,19.41,0.41,184
105/07/21,751000,14764310,19.49,19.75,19.45,19.65,0.24,139
105/07/22,316000,6150540,19.47,19.55,19.34,19.46,-0.19,94
105/07/25,113000,2205070,19.47,19.75,19.43,19.49,0.03,45
105/07/26,200000,3978420,19.49,20.16,19.49,20.16,0.67,90
105/07/27,534000,10640190,20.09,20.14,19.69,19.79,-0.37,88
