105/06/01,2052565,39319987,19.18,19.18,19.13,19.18,0.07,431
105/06/02,2600000,49881640,19.19,19.20,19.16,19.19,0.01,439
105/06/03,3930000,75065270,19.10,19.12,19.08,19.11,-0.08,745
105/06/04,1245060,23855256,19.18,19.18,19.14,19.17,0.06,286
105/06/06,2306000,44142420,19.18,19.18,19.12,19.15,-0.02,315
105/06/07,4362000,82986400,19.07,19.07,19.00,19.00,-0.15,1158
105/06/08,3018210,57284229,19.02,19.02,18.96,18.97,-0.03,703
105/06/13,9725070,186932698,19.22,19.24,19.18,19.24,0.27,1232
105/06/14,4282000,82497110,19.30,19.31,19.23,19.27,0.03,856
105/06/15,6995650,134953613,19.27,19.31,19.26,19.30,0.03,709
105/06/16,5567070,107900496,19.29,19.43,19.29,19.43,0.13,820
105/06/17,3144050,60477370,19.32,19.32,19.21,19.23,-0.20,689
105/06/20,3302010,63136759,19.14,19.15,19.10,19.11,-0.12,614
105/06/21,1819000,34802750,19.11,19.17,19.11,19.12,0.01,256
105/06/22,1399550,26758134,19.15,19.17,19.09,19.09,-0.03,293
105/06/23,1328000,25340370,19.11,19.11,19.06,19.08,-0.01,307
105/06/24,29748175,582230796,19.08,19.86,19.05,19.83,0.75,3863
105/06/27,14365000,283559240,19.82,19.82,19.69,19.70,-0.13,1527
105/06/28,16301605,323443982,19.91,19.93,19.75,19.77,0.07,1754
105/06/29,4561400,89169623,19.65,19.65,19.50,19.51,-0.26,1049
105/06/30,8414740,161820550,19.25,19.28,19.20,19.27,-0.24,1406
105/07/01,8202113,156125693,19.05,19.06,19.02,19.03,-0.24,1580
105/07/04,4725000,89553950,18.98,18.98,18.93,18.94,-0.09,997
105/07/05,2579000,49018360,18.97,19.03,18.97,19.00,0.06,397
105/07/06,6927000,132925940,19.13,19.22,19.13,19.20,0.20,948
105/07/07,4751000,90312680,19.05,19.05,18.99,18.99,-0.21,902
105/07/11,10295000,192410140,18.74,18.74,18.64,18.64,-0.35,1974
105/07/12,2496000,46537190,18.65,18.67,18.62,18.66,0.02,589
105/07/13,7702000,142750090,18.54,18.56,18.51,18.55,-0.11,1245
105/07/14,6754999,125123929,18.55,18.56,18.49,18.52,-0.03,1060
105/07/15,9599000,176485160,18.45,18.47,18.34,18.37,-0.15,1569
105/07/18,2875000,52740500,18.37,18.37,18.32,18.36,-0.01,385
105/07/19,2053000,37686170,18.34,18.39,18.33,18.36,,376
105/07/20,1716000,31547490,18.41,18.41,18.36,18.38,0.02,320
105/07/21,2050000,37444030,18.31,18.31,18.24,18.28,-0.10,601
105/07/22,2418000,44369560,18.30,18.38,18.30,18.36,0.08,394
105/07/25,2203000,40306640,18.29,18.33,18.25,18.33,-0.03,416
105/07/26,2045300,37557203,18.40,18.40,18.32,18.34,0.01,280
105/07/27,2474000,45243740,18.30,18.32,18.27,18.28,-0.06,368
105/07/28,1412000,25861640,18.32,18.33,18.30,18.30,0.02,221
105/07/29,1613000,29527730,18.30,18.36,18.28,18.32,0.02,277
105/08/01,2810000,51115760,18.25,18.26,18.16,18.16,-0.16,641
105/08/02,1500000,27331860,18.23,18.24,18.20,18.20,0.04,201
105/08/03,2704000,49664910,18.35,18.39,18.35,18.39,0.19,456
105/08/04,3207000,58752110,18.31,18.34,18.28,18.31,-0.08,251
