105/06/01,208000,265560,1.29,1.29,1.27,1.27,-0.08,8
105/06/02,224000,289500,1.25,1.31,1.25,1.29,0.02,9
105/06/03,87000,111510,1.27,1.29,1.27,1.28,-0.01,5
105/06/04,367000,462370,1.28,1.28,1.25,1.26,-0.02,10
105/06/06,335000,429600,1.23,1.32,1.21,1.28,0.02,10
105/06/07,322000,381310,1.22,1.22,1.17,1.18,-0.10,19
105/06/08,309000,348340,1.15,1.15,1.10,1.15,-0.03,14
105/06/13,390000,490150,1.23,1.32,1.23,1.32,0.17,14
105/06/14,56000,72040,1.31,1.31,1.26,1.26,-0.06,13
105/06/15,162000,200610,1.30,1.30,1.22,1.22,-0.04,11
105/06/16,150000,193080,1.26,1.34,1.26,1.34,0.12,11
105/06/17,121000,149790,1.34,1.34,1.22,1.25,-0.09,11
105/06/20,105000,122820,1.19,1.19,1.16,1.17,-0.08,11
105/06/21,46000,51830,1.16,1.16,1.11,1.11,-0.06,5
105/06/22,56000,63120,1.13,1.13,1.10,1.10,-0.01,3
