105/06/01,5967000,89738650,15.08,15.17,14.90,14.90,-0.40,1130
105/06/02,19617500,282166670,14.48,14.53,14.24,14.32,-0.58,3101
105/06/03,6494000,93080600,14.37,14.41,14.26,14.32,,2799
105/06/04,6702000,93722400,13.95,14.03,13.91,14.03,-0.29,1419
105/06/06,6798000,95693080,14.00,14.22,13.96,14.17,0.14,1106
105/06/07,7100000,102163420,14.29,14.48,14.28,14.43,0.26,1058
105/06/08,8252000,119366520,14.50,14.58,14.25,14.52,0.09,1131
105/06/13,31710000,426757180,13.70,13.70,13.34,13.39,-1.13,4923
105/06/14,37404000,485862690,13.00,13.08,12.92,13.04,-0.35,5688
105/06/15,16822000,220515090,12.96,13.26,12.95,13.18,0.14,2791
105/06/16,48084000,612848010,12.91,12.91,12.57,12.63,-0.55,7147
105/06/17,39704117,502658571,12.80,12.82,12.50,12.51,-0.12,5446
105/06/20,33123030,430735553,12.95,13.08,12.93,13.06,0.55,4027
105/06/21,25569000,336047860,12.96,13.33,12.95,13.31,0.25,3152
105/06/22,14258000,187065850,13.10,13.26,13.03,13.10,-0.21,2069
105/06/23,16159000,214552220,13.20,13.36,13.16,13.34,0.24,1863
105/06/24,131739000,1622891300,13.35,13.40,11.68,11.75,-1.59,17708
105/06/27,31492000,372303410,11.85,11.92,11.72,11.87,0.12,3754
105/06/28,45123234,532937851,11.54,12.10,11.48,12.02,0.15,6195
105/06/29,38408000,471740880,12.08,12.43,12.08,12.35,0.33,5708
105/06/30,18850257,235418816,12.51,12.56,12.40,12.42,0.07,2317
105/07/01,16315090,203709766,12.48,12.58,12.39,12.41,-0.01,1521
105/07/04,15108272,189800647,12.48,12.63,12.46,12.58,0.17,1769
105/07/05,17906000,222322660,12.51,12.51,12.37,12.43,-0.15,1694
105/07/06,40147000,478027050,12.07,12.07,11.80,11.92,-0.51,4763
105/07/07,16166400,194013428,12.02,12.09,11.92,11.95,0.03,1843
105/07/11,34684000,430405690,12.26,12.62,12.25,12.62,0.67,4406
105/07/12,55607000,734003100,13.15,13.27,13.07,13.09,0.47,5270
105/07/13,37460000,503946540,13.55,13.56,13.28,13.34,0.25,3477
105/07/14,19916000,268566820,13.37,13.58,13.35,13.53,0.19,2290
105/07/15,28650002,390828226,13.61,13.76,13.52,13.58,0.05,2784
105/07/18,9995000,137387210,13.65,13.80,13.65,13.72,0.14,1192
105/07/19,18186000,249877480,13.70,13.88,13.61,13.88,0.16,1611
105/07/20,11165000,153595810,13.73,13.88,13.65,13.88,,1019
105/07/21,10827600,152354520,14.15,14.20,13.92,14.01,0.13,1607
105/07/22,12708602,174676027,13.80,13.83,13.66,13.68,-0.33,1119
105/07/25,9114000,126585660,13.89,14.04,13.76,13.76,0.08,1161
105/07/26,14250000,190448810,13.38,13.45,13.31,13.37,-0.39,1829
105/07/27,19200100,263474910,13.53,13.90,13.52,13.72,0.35,2227
105/07/28,14965000,200237690,13.40,13.47,13.32,13.40,-0.32,1887
105/07/29,53954000,717103420,13.32,13.67,12.60,13.54,0.14,6907
105/08/01,11956000,162648360,13.42,13.74,13.41,13.64,0.10,1668
105/08/02,12280000,164483380,13.45,13.49,13.30,13.31,-0.33,1703
105/08/03,29193000,373077390,12.85,12.92,12.63,12.73,-0.58,4452
105/08/04,25162000,319450710,12.79,12.87,12.51,12.76,0.03,2944
105/08/05,8906000,114332100,12.88,12.90,12.78,12.80,0.04,948
105/08/08,13669000,180297470,13.19,13.23,13.14,13.20,0.40,1833
105/08/09,16429400,220431000,13.32,13.53,13.31,13.53,0.33,2201
105/08/10,7780000,104715700,13.43,13.56,13.37,13.51,-0.02,1065
105/08/11,2991300,40149875,13.45,13.45,13.38,13.44,-0.07,400
105/08/12,9896000,134865600,13.64,13.70,13.54,13.60,0.16,1191
