105/06/13,0,0,---,---,---,---,---,0
105/06/14,1167000,990550,0.82,0.92,0.82,0.92,+0.17,27
105/06/15,1157000,1095050,0.94,0.97,0.91,0.92,0.00,32
105/06/16,500000,434620,0.90,0.90,0.85,0.85,-0.07,17
