105/06/01,18045568,350991483,19.20,19.63,19.17,19.59,0.34,2734
105/06/02,12060100,235622450,19.60,19.73,19.35,19.43,-0.16,2339
105/06/03,6356037,124122089,19.49,19.62,19.46,19.54,0.11,1317
105/06/04,3458100,67752300,19.55,19.64,19.53,19.63,0.09,714
105/06/06,12166100,239194618,19.70,19.96,19.35,19.62,-0.01,2064
105/06/07,12918850,258207598,19.80,20.12,19.79,20.07,0.45,2280
105/06/08,11423700,231480035,20.13,20.44,20.13,20.28,0.21,2187
105/06/13,11962375,233415105,19.81,19.81,19.31,19.31,-0.97,2676
105/06/14,10526700,204982985,19.24,19.60,19.23,19.57,0.26,1743
105/06/15,9576000,187886380,19.65,19.80,19.35,19.73,0.16,1852
105/06/16,15710210,302282524,19.63,19.63,19.02,19.12,-0.61,3046
105/06/17,11080710,217497301,19.45,19.79,19.45,19.61,0.49,2236
105/06/20,8956520,178532912,20.00,20.03,19.80,19.95,0.34,1533
105/06/21,8997010,180707741,19.90,20.21,19.86,20.18,0.23,1571
105/06/22,6825400,137321350,20.15,20.25,19.96,20.16,-0.02,1083
105/06/23,4993000,100388160,20.15,20.19,19.99,20.16,,895
105/06/24,38856480,748574212,20.12,20.24,18.47,18.91,-1.25,8181
105/06/27,14812155,284016346,18.99,19.34,18.92,19.34,0.43,2739
105/06/28,18509000,358442060,19.12,19.56,19.00,19.54,0.20,4855
105/06/29,17478880,346911139,19.63,20.07,19.63,19.85,0.31,2715
105/06/30,19431570,391807273,20.09,20.32,19.88,20.28,0.43,2443
105/07/01,18927083,391435574,20.53,20.80,20.42,20.73,0.45,2277
105/07/04,15730250,327479135,20.67,21.00,20.65,20.81,0.08,1714
105/07/05,7410500,153258049,20.71,20.79,20.53,20.72,-0.09,1302
105/07/06,16874339,337875224,20.43,20.43,19.89,19.91,-0.81,2983
105/07/07,11808500,240047520,20.20,20.42,20.20,20.41,0.50,1746
105/07/11,15495600,328256589,21.09,21.31,21.03,21.23,0.82,2024
105/07/12,10266500,220305219,21.36,21.55,21.30,21.52,0.29,1751
105/07/13,13705000,294549590,21.72,21.73,21.28,21.56,0.04,1960
105/07/14,9638763,208320745,21.49,21.75,21.42,21.65,0.09,1295
105/07/15,13959651,307050774,21.72,22.17,21.70,22.17,0.52,2156
105/07/18,12663650,284457300,22.28,22.61,22.25,22.61,0.44,1881
105/07/19,15377080,348647325,22.69,22.81,22.50,22.81,0.20,1713
105/07/20,13578100,308003190,22.67,22.86,22.53,22.62,-0.19,1883
105/07/21,13038450,301062185,22.90,23.23,22.85,23.10,0.48,2256
105/07/22,10989999,252418687,23.04,23.11,22.87,22.92,-0.18,1546
105/07/25,22458126,509960058,23.08,23.30,22.26,22.64,-0.28,2933
105/07/26,11062130,251835112,22.69,22.96,22.53,22.96,0.32,1554
105/07/27,15397050,357076057,23.17,23.33,23.01,23.16,0.20,2197
105/07/28,11349000,263041690,23.05,23.32,22.90,23.22,0.06,1635
105/07/29,9266260,213235784,23.20,23.25,22.88,22.90,-0.32,1642
105/08/01,17408260,404987372,22.94,23.39,22.94,23.38,0.48,2042
105/08/02,7423000,173124270,23.40,23.40,23.22,23.35,-0.03,990
105/08/03,15162000,346592000,22.75,23.09,22.59,22.94,-0.41,2301
