105/06/01,226000,3068070,13.58,13.58,13.55,13.58,,31
105/06/02,141000,1914750,13.57,13.58,13.57,13.58,,12
105/06/03,208000,2823780,13.57,13.58,13.57,13.57,-0.01,17
105/06/04,45000,610480,13.57,13.57,13.56,13.56,-0.01,4
105/06/06,126000,1709360,13.56,13.58,13.50,13.58,0.02,13
105/06/07,85000,1153850,13.55,13.59,13.55,13.59,0.01,10
105/06/08,300000,4075300,13.58,13.59,13.57,13.59,,19
105/06/13,2000,27160,13.58,13.58,13.58,13.58,-0.01,2
105/06/14,122000,1655640,13.57,13.58,13.57,13.57,-0.01,5
105/06/15,77000,1045290,13.57,13.58,13.57,13.57,,10
105/06/16,3000,40680,13.55,13.58,13.55,13.58,0.01,2
105/06/17,32000,434200,13.55,13.58,13.55,13.57,-0.01,7
105/06/20,98000,1329800,13.56,13.58,13.55,13.57,,18
105/06/21,30000,406800,13.56,13.56,13.56,13.56,-0.01,3
105/06/22,1000,13580,13.58,13.58,13.58,13.58,0.02,1
105/06/23,4000,54370,13.60,13.60,13.59,13.59,0.01,3
105/06/24,117000,1585180,13.55,13.59,13.54,13.59,,18
105/06/27,25000,339050,13.59,13.59,13.56,13.56,-0.03,6
105/06/28,19200,260242,13.56,13.56,13.56,13.56,,7
105/06/29,68000,924200,13.60,13.60,13.59,13.59,0.03,9
105/06/30,18000,244570,13.58,13.59,13.58,13.59,,4
105/07/01,1000,13580,13.58,13.58,13.58,13.58,-0.01,1
105/07/04,5000,68200,13.60,13.65,13.60,13.65,0.07,3
105/07/05,2000,27200,13.60,13.60,13.60,13.60,-0.05,1
105/07/06,27000,366930,13.59,13.59,13.59,13.59,-0.01,4
105/07/07,1000,13590,13.59,13.59,13.59,13.59,,1
105/07/11,0,0,--,--,--,--,,0
105/07/12,0,0,--,--,--,--,,0
105/07/13,4000,54490,13.59,13.65,13.59,13.65,X,4
105/07/14,18000,245220,13.61,13.63,13.60,13.63,-0.02,7
105/07/15,1000,13640,13.64,13.64,13.64,13.64,0.01,1
105/07/18,1000,13640,13.64,13.64,13.64,13.64,,1
105/07/19,22000,300190,13.65,13.65,13.64,13.65,0.01,12
