105/06/01,1585,12944,8.13,8.13,8.13,8.13,-0.87,3
105/06/02,30000,245900,8.03,8.50,8.03,8.06,-0.07,8
105/06/03,10000,82000,8.20,8.20,8.20,8.20,+0.14,3
105/06/04,1000,8820,8.82,8.82,8.82,8.82,+0.62,1
105/06/06,10000,80000,8.00,8.00,8.00,8.00,-0.82,2
105/06/07,17000,139380,8.00,8.49,8.00,8.49,+0.49,5
105/06/08,554,4492,---,---,---,---,---,2
105/06/13,10000,85000,8.50,8.50,8.50,8.50,+0.01,1
105/06/14,24170,225344,9.33,9.34,9.32,9.32,+0.82,15
105/06/15,13044,118215,9.00,9.27,9.00,9.27,-0.05,11
105/06/16,34585,313276,9.00,9.20,9.00,9.20,-0.07,6
105/06/17,11000,99020,9.02,9.02,9.00,9.00,-0.20,3
105/06/20,1377,11730,---,---,---,---,-9.00,4
105/06/21,0,0,---,---,---,---,---,0
105/06/22,9479,78289,8.10,8.99,8.10,8.99,-0.01,8
105/06/23,50107,450409,9.00,9.00,9.00,9.00,+0.01,13
105/06/24,32241,292165,9.00,9.10,9.00,9.00,0.00,7
105/06/27,22000,198750,9.00,9.25,9.00,9.25,+0.25,7
105/06/28,2,20,---,---,---,---,---,2
105/06/29,19000,171000,9.00,9.00,9.00,9.00,-0.25,5
105/06/30,5964,54143,9.19,9.19,9.19,9.19,+0.19,3
105/07/01,40,359,---,---,---,---,---,1
105/07/04,10000,90000,9.00,9.00,9.00,9.00,-0.19,3
105/07/05,12790,115087,9.00,9.01,9.00,9.00,0.00,5
105/07/06,1378,12467,9.10,9.10,9.10,9.10,+0.10,2
105/07/07,3000,26909,9.00,9.00,9.00,9.00,-0.10,4
105/07/11,16756,148110,8.12,9.02,8.12,9.00,0.00,16
105/07/12,2585,22241,8.15,8.99,8.15,8.99,-0.01,3
105/07/13,17000,153260,9.00,9.13,9.00,9.00,+0.01,7
105/07/14,14964,134492,9.00,9.00,9.00,9.00,0.00,6
105/07/15,16003,143922,9.00,9.00,9.00,9.00,0.00,10
105/07/18,10108,90972,9.00,9.00,9.00,9.00,0.00,11
105/07/19,47792,430447,9.01,9.01,9.01,9.01,+0.01,3
105/07/20,9171,82637,9.01,9.02,9.01,9.02,+0.01,9
