105/06/01,202000,100000,102000
105/06/02,170000,120000,50000
105/06/03,160000,70000,90000
105/06/06,100000,145000,-45000
105/06/07,45000,0,45000
105/06/13,250000,188000,62000
105/06/14,165000,100000,65000
105/06/15,63000,0,63000
105/06/16,20000,191000,-171000
105/06/17,291000,0,291000
105/06/24,0,205000,-205000
105/06/27,130000,5000,125000
105/06/29,0,5000,-5000
105/06/30,20000,1000,19000
105/07/01,11000,0,11000
105/07/05,35000,0,35000
105/07/06,0,43000,-43000
105/07/07,12000,1000,11000
105/07/08,12000,1000,11000
105/07/11,1000,0,1000
105/07/13,0,3000,-3000
