105/06/01,15000,149000,-134000
105/06/02,0,237000,-237000
105/06/03,3000,0,3000
105/06/06,12000,30000,-18000
105/06/07,0,176000,-176000
105/06/08,22000,657000,-635000
105/06/09,22000,657000,-635000
105/06/10,22000,657000,-635000
105/06/13,323000,122000,201000
105/06/14,42000,150000,-108000
105/06/15,63000,144000,-81000
105/06/16,432000,64000,368000
105/06/17,38000,813000,-775000
105/06/20,100000,202000,-102000
105/06/21,75000,383000,-308000
105/06/22,57000,171000,-114000
105/06/23,48000,571000,-523000
105/06/24,329000,279000,50000
105/06/27,318000,301000,17000
105/06/28,12000,80000,-68000
105/06/29,80000,178000,-98000
105/06/30,29000,279000,-250000
105/07/01,47000,165000,-118000
105/07/04,58000,62000,-4000
105/07/05,27000,58000,-31000
105/07/06,142000,273000,-131000
105/07/07,81000,49000,32000
105/07/08,81000,49000,32000
105/07/11,122000,158000,-36000
105/07/12,82000,87000,-5000
105/07/13,47000,252000,-205000
105/07/14,19000,113000,-94000
105/07/15,202000,184000,18000
105/07/18,52000,268000,-216000
105/07/19,210000,157000,53000
105/07/20,168000,550000,-382000
105/07/21,1419000,561000,858000
105/07/22,219000,98000,121000
105/07/25,374000,93000,281000
105/07/26,235000,208000,27000
105/07/27,9000,344000,-335000
105/07/28,300000,326000,-26000
105/07/29,105000,86000,19000
105/08/01,210000,403000,-193000
105/08/02,6000,149000,-143000
105/08/03,602000,441000,161000
105/08/04,346000,46000,300000
