105/06/01,393000,6000,387000
105/06/02,18000,16000,2000
105/06/03,15000,19000,-4000
105/06/04,5000,7000,-2000
105/06/06,9000,4000,5000
105/06/07,30000,11000,19000
105/06/08,10000,22000,-12000
105/06/09,10000,22000,-12000
105/06/10,10000,22000,-12000
105/06/13,267000,10000,257000
105/06/14,69000,29000,40000
105/06/15,433000,487000,-54000
105/06/16,254000,20000,234000
105/06/17,1000,18000,-17000
105/06/20,13000,41000,-28000
105/06/21,59000,6000,53000
105/06/22,46000,23000,23000
105/06/23,58000,7000,51000
105/06/24,415000,1189000,-774000
105/06/27,809000,1570000,-761000
105/06/28,926000,1600000,-674000
105/06/29,1776000,217000,1559000
105/06/30,1183000,422000,761000
105/07/01,879000,590000,289000
105/07/04,197000,148000,49000
105/07/05,126000,16000,110000
105/07/06,431000,526000,-95000
105/07/07,270000,220000,50000
105/07/08,270000,220000,50000
105/07/11,398000,223000,175000
105/07/12,172000,114000,58000
105/07/13,96000,11000,85000
105/07/14,83000,102000,-19000
105/07/15,641000,719000,-78000
105/07/18,38000,43000,-5000
105/07/19,55000,10000,45000
105/07/20,10000,0,10000
105/07/21,144000,115000,29000
105/07/22,20000,6000,14000
105/07/25,26000,2000,24000
105/07/26,61000,45000,16000
