105/06/01,1000,8000,-7000
105/06/02,1000,2000,-1000
105/06/04,0,2000,-2000
105/06/06,1000,0,1000
105/06/07,25000,0,25000
105/06/08,19000,0,19000
105/06/09,19000,0,19000
105/06/10,19000,0,19000
105/06/13,0,1000,-1000
105/06/14,7000,2000,5000
105/06/15,3000,0,3000
105/06/20,1000,0,1000
105/06/21,1000,0,1000
105/06/27,0,1000,-1000
105/06/29,1000,15000,-14000
105/07/01,0,3000,-3000
105/07/04,2000,1000,1000
105/07/05,1000,0,1000
105/07/06,3000,1000,2000
105/07/11,5000,0,5000
105/07/12,16000,0,16000
105/07/13,6000,0,6000
105/07/14,4000,4000,0
105/07/15,3000,2000,1000
105/07/18,0,1000,-1000
105/07/22,1000,0,1000
105/07/25,2000,0,2000
