105/06/01,41000,103000,-62000
105/06/02,122000,465000,-343000
105/06/03,512000,470000,42000
105/06/04,341000,138000,203000
105/06/06,55000,80000,-25000
105/06/07,428000,480000,-52000
105/06/08,487000,563000,-76000
105/06/09,487000,563000,-76000
105/06/10,487000,563000,-76000
105/06/13,315000,244000,71000
105/06/14,241000,10000,231000
105/06/15,0,511000,-511000
105/06/16,564000,2267000,-1703000
105/06/17,2208000,366000,1842000
105/06/20,364000,34000,330000
105/06/21,30000,200000,-170000
105/06/22,230000,43000,187000
105/06/23,68000,87000,-19000
105/06/24,316000,551000,-235000
105/06/27,421000,119000,302000
105/06/28,90000,395000,-305000
105/06/29,405000,5000,400000
105/07/01,0,41000,-41000
105/07/04,41000,0,41000
105/07/05,60000,290000,-230000
105/07/06,0,46000,-46000
105/07/07,246000,0,246000
105/07/08,246000,0,246000
105/07/11,10000,25000,-15000
105/07/12,75000,150000,-75000
105/07/13,172000,222000,-50000
105/07/14,30000,0,30000
105/07/15,100000,0,100000
105/07/18,122000,22000,100000
105/07/19,0,200000,-200000
105/07/20,200000,73000,127000
105/07/21,73000,0,73000
105/07/25,0,134000,-134000
105/07/26,134000,0,134000
105/07/28,0,223000,-223000
105/07/29,223000,101000,122000
