105/06/13,0,160000,-160000
105/06/14,13000,0,13000
105/06/16,9000,3000,6000
105/06/20,24000,0,24000
105/06/21,0,5000,-5000
105/06/22,0,25000,-25000
105/06/23,15000,0,15000
105/06/24,10000,34000,-24000
105/06/27,12000,5000,7000
105/06/28,7000,0,7000
105/06/29,15000,0,15000
105/06/30,10000,130000,-120000
105/07/01,0,230000,-230000
105/07/04,0,122000,-122000
105/07/05,2000,0,2000
105/07/06,480000,0,480000
105/07/11,199000,0,199000
105/07/12,0,30000,-30000
105/07/13,50000,30000,20000
105/07/15,0,2000,-2000
105/07/18,20000,72000,-52000
105/07/19,0,2000,-2000
105/07/20,0,50000,-50000
105/07/21,0,2000,-2000
105/07/22,0,50000,-50000
105/07/25,0,22000,-22000
105/07/26,0,80000,-80000
105/07/27,0,22000,-22000
105/07/28,174000,180000,-6000
105/07/29,110000,70000,40000
105/08/01,202000,222000,-20000
105/08/03,160000,130000,30000
