105/06/01,28000,1000,27000
105/06/02,10000,5000,5000
105/06/03,41000,0,41000
105/06/06,10000,6000,4000
105/06/07,25000,0,25000
105/06/08,28000,20000,8000
105/06/09,28000,20000,8000
105/06/10,28000,20000,8000
105/06/13,15000,15000,0
105/06/14,19000,12000,7000
105/06/16,2000,41000,-39000
105/06/17,40000,0,40000
105/06/20,1000,0,1000
105/06/21,0,20000,-20000
105/06/23,20000,0,20000
105/06/24,6000,46000,-40000
105/06/27,8000,40000,-32000
105/06/28,15000,5000,10000
105/06/29,41000,0,41000
105/06/30,6000,0,6000
105/07/01,13000,9000,4000
105/07/05,30000,25000,5000
105/07/06,0,40000,-40000
105/07/07,15000,0,15000
