105/06/01,0,208000,-208000
105/06/02,85000,139000,-54000
105/06/03,0,87000,-87000
105/06/04,322000,45000,277000
105/06/06,190000,145000,45000
105/06/07,40000,282000,-242000
105/06/08,136000,173000,-37000
105/06/09,136000,173000,-37000
105/06/10,136000,173000,-37000
105/06/13,380000,10000,370000
105/06/14,15000,41000,-26000
105/06/15,40000,122000,-82000
105/06/16,127000,23000,104000
105/06/17,0,111000,-111000
105/06/20,10000,95000,-85000
105/06/21,44000,2000,42000
105/06/22,54000,2000,52000
105/06/23,9000,27000,-18000
105/06/24,141000,101000,40000
105/06/27,67000,67000,0
105/06/28,20000,60000,-40000
105/06/29,7000,113000,-106000
105/06/30,41000,122000,-81000
105/07/01,65000,145000,-80000
105/07/04,8000,80000,-72000
105/07/05,54000,76000,-22000
