105/06/02,0,30000,-30000
105/06/07,2000,0,2000
105/06/13,8000,0,8000
105/06/14,32000,15000,17000
105/06/15,15000,5000,10000
105/06/16,7000,0,7000
105/06/17,0,6000,-6000
105/06/24,6000,0,6000
105/06/27,0,5000,-5000
105/06/28,5000,40000,-35000
105/06/29,30000,9000,21000
105/06/30,5000,20000,-15000
105/07/01,10000,37000,-27000
105/07/04,29000,26000,3000
105/07/05,21000,10000,11000
105/07/06,44000,0,44000
105/07/07,0,30000,-30000
105/07/08,0,30000,-30000
105/07/11,3000,41000,-38000
105/07/12,10000,10000,0
105/07/13,0,8000,-8000
105/07/14,0,70000,-70000
105/07/15,0,45000,-45000
105/07/18,0,20000,-20000
105/07/19,0,25000,-25000
105/07/20,15000,30000,-15000
105/07/21,0,31000,-31000
105/07/22,51000,0,51000
105/07/28,0,10000,-10000
105/07/29,1000,10000,-9000
105/08/01,10000,20000,-10000
