105/06/02,0,35000,-35000
105/06/04,35000,12000,23000
105/06/06,10000,46000,-36000
105/06/07,48000,1000,47000
105/06/08,1000,10000,-9000
105/06/09,1000,10000,-9000
105/06/10,1000,10000,-9000
105/06/13,8000,16000,-8000
105/06/14,13000,2000,11000
105/06/15,4000,0,4000
105/06/16,0,16000,-16000
105/06/17,15000,70000,-55000
105/06/20,24000,50000,-26000
105/06/21,50000,60000,-10000
105/06/22,0,10000,-10000
105/06/23,0,8000,-8000
105/06/24,0,118000,-118000
105/06/27,38000,2000,36000
105/06/28,2000,31000,-29000
105/06/29,120000,32000,88000
105/06/30,96000,25000,71000
105/07/01,78000,15000,63000
105/07/04,17000,5000,12000
105/07/06,0,30000,-30000
105/07/07,35000,10000,25000
105/07/08,35000,10000,25000
105/07/11,10000,24000,-14000
105/07/12,21000,0,21000
105/07/13,3000,127000,-124000
105/07/15,0,10000,-10000
105/07/18,10000,5000,5000
105/07/19,5000,0,5000
105/07/20,37000,5000,32000
105/07/21,5000,32000,-27000
105/07/25,0,6000,-6000
105/07/26,0,30000,-30000
105/07/27,30000,0,30000
105/07/28,0,17000,-17000
105/07/29,96000,0,96000
105/08/01,39000,0,39000
105/08/04,0,1000,-1000
105/08/05,10000,0,10000
105/08/08,0,2000,-2000
105/08/09,1000,0,1000
