105/06/01,9000,249000,-240000
105/06/02,80000,188000,-108000
105/06/03,41000,73000,-32000
105/06/04,73000,50000,23000
105/06/06,20000,178000,-158000
105/06/07,265000,483000,-218000
105/06/08,102000,315000,-213000
105/06/09,102000,315000,-213000
105/06/10,102000,315000,-213000
105/06/13,234000,215000,19000
105/06/14,105000,338000,-233000
105/06/15,515000,575000,-60000
105/06/16,449000,227000,222000
105/06/17,30000,566000,-536000
105/06/20,171000,555000,-384000
105/06/21,614000,332000,282000
105/06/22,95000,115000,-20000
105/06/23,446000,117000,329000
105/06/24,829000,585000,244000
105/06/27,284000,435000,-151000
105/06/28,266000,233000,33000
105/06/29,317000,573000,-256000
105/06/30,198000,688000,-490000
105/07/01,466000,1031000,-565000
105/07/04,156000,590000,-434000
105/07/05,494000,120000,374000
105/07/06,1407000,214000,1193000
105/07/07,45000,731000,-686000
105/07/08,45000,731000,-686000
105/07/11,596000,1053000,-457000
105/07/12,190000,496000,-306000
105/07/13,267000,636000,-369000
105/07/14,989000,1438000,-449000
105/07/15,1162000,2430000,-1268000
105/07/18,860000,999000,-139000
105/07/19,62000,2199000,-2137000
105/07/20,161000,1769000,-1608000
105/07/21,936000,1006000,-70000
105/07/22,382000,1066000,-684000
105/07/25,2217000,1261000,956000
105/07/26,527000,965000,-438000
105/07/27,640000,2363000,-1723000
105/07/28,775000,1523000,-748000
105/07/29,1766000,674000,1092000
105/08/01,402000,2872000,-2470000
105/08/02,1363000,489000,874000
105/08/03,4628000,1269000,3359000
105/08/04,1042000,1405000,-363000
105/08/05,1035000,4389000,-3354000
