105/06/03,290000,0,290000
105/06/04,75000,0,75000
105/06/06,55000,0,55000
105/06/07,204000,0,204000
105/06/08,48000,0,48000
105/06/09,48000,0,48000
105/06/10,48000,0,48000
105/06/13,274000,0,274000
105/06/14,180000,0,180000
105/06/16,0,502,-502
105/06/17,0,1000,-1000
105/07/27,0,60000,-60000
