105/06/02,0,5000,-5000
105/06/08,0,5000,-5000
105/06/09,0,5000,-5000
105/06/10,0,5000,-5000
105/06/14,5000,30000,-25000
105/06/15,0,5000,-5000
105/06/16,35000,5000,30000
105/06/17,0,20000,-20000
105/06/20,20000,5000,15000
105/06/21,0,5000,-5000
105/06/24,65000,35000,30000
105/06/27,0,40000,-40000
105/06/28,10000,5000,5000
105/06/29,10000,0,10000
105/06/30,10000,65000,-55000
105/07/01,0,70000,-70000
105/07/04,20000,0,20000
105/07/06,25000,0,25000
105/07/07,0,25000,-25000
105/07/08,0,25000,-25000
105/07/15,0,18000,-18000
105/07/18,0,51000,-51000
105/07/19,4000,30000,-26000
105/07/20,5000,1003000,-998000
105/07/21,1013000,33000,980000
105/07/25,39000,0,39000
105/07/26,5000,0,5000
105/07/27,10000,20000,-10000
105/07/28,0,5000,-5000
105/07/29,3000,0,3000
105/08/01,0,20000,-20000
105/08/03,18000,0,18000
105/08/05,0,20000,-20000
