105/06/06,349000,0,349000
105/06/08,0,81000,-81000
105/06/09,0,81000,-81000
105/06/10,0,81000,-81000
105/06/13,0,69000,-69000
105/06/14,277000,0,277000
105/06/16,75000,100000,-25000
105/06/17,0,20000,-20000
105/06/20,0,10000,-10000
105/06/24,247000,320000,-73000
105/06/27,0,10000,-10000
105/07/06,0,1000,-1000
105/07/11,24000,0,24000
105/07/12,28000,123000,-95000
105/07/13,4000,262000,-258000
105/07/14,0,184000,-184000
105/07/15,0,320000,-320000
105/07/18,90000,0,90000
105/07/19,0,335000,-335000
105/07/20,0,622000,-622000
105/07/21,0,161000,-161000
105/07/22,0,264000,-264000
105/07/25,0,23000,-23000
105/07/27,0,306000,-306000
105/07/29,650000,1042000,-392000
105/08/04,6000,0,6000
105/08/05,1000,0,1000
